unique_input_record_identifier,input_title,lookup_key,input_writers,input_performers,database_song_code,database_song_title,database_song_writers
5z0pKiEk0me8RdNYh4gOvj,You'll Never Find Another Love Like Mine / A Lovely Way to Spend an Evening - Live,YOULNEVERFINDANOTHERLOVEL,"H. Adamson,Jimmy McHugh,Kenneth Gamble,Leon Huff,See Subsong",Lou Rawls,100774463,YOU'LL NEVER FIND ANOTHER LOVE LIKE ME,GAMBLE K/HUFF L
7DNzzksJEjF02iI6Tzee0H,The Mentalist,MENTALIST,Brendan Galdo,Mr FijiWiji,143766315,THE MENTALIST,GALDO BRENDAN MATTHEW
5z710Bjr3HE141G8xp2GCI,Music Will Turn You On,MUSICWILTURNYOUON,"Eric Amarillo,Michael Feiner,Michael Feiner & Eric Amarillo","Eric Amarillo,Michael Feiner",NO MATCH,NO MATCH,NO MATCH
58PK6gJRV7t0fg4LIfLyMP,Morricone: Cinema Paradiso (Main Theme),MORICONECINEMAPARADISO,Ennio Morricone,"Gil Shaham,Hollywood Bowl Orchestra,John Mauceri",147915350,MORRICONE: CINEMA PARADISO (SE),ENNIO MORRICONE/DE SENSI A
1VjlgGf4eDTRx5wOtnYg1f,"I'm Coming Out (Live in Paradiso, Amsterdam)",IMCOMINOUT,"B. Edwards,N. Rodgers","CHIC,Nile Rodgers",103090143,I'M COMING OUT,RODGERS N/EDWARDS B
2MwBR7mkF4faZC3Sk1r4Xf,Sousou Fuitsu,SOUSOUFUITSU,Satoru Kosaki,MONOGATARI Series,155945993,SOUSOU FUITSU,SATORU KOSAKI
3s4PkQXPBnSn1kQsXokZrp,How Come,HOWCOME,"Everton Dr. Cave Moore,Howard D-Steele Christian,Jah Seed,Miguel Collins",Sizzla Kalonji,148498180,HOW COME,CHRISTIAN H/COLLINS M/MUPEMI A
5l7bd81MKwsV99RwJWi8pk,The Last Time - (Original Single Mono Version),LASTTIME,"Keith Richards,Mick Jagger",The Rolling Stones,153571907,LAST TIME,RICHARD RODGERS/MICHAEL SHERMAN/CONNOR B
2m2RAysdWK3sYTbHgpzMRJ,"Steal Your Heart, Pt. 1",STEALYOURHEARTPT1,Stephen Jukes,Vigo Thieves,150909594,"STEAL YOUR HEART, PT. 1",STEPHEN JUKES
6oFpcTYaGaQreDngvJ6at2,"Saarattu Vandiyila (From ""Kaatru Veliyidai"")",SARATUVANDIYILA,"A.R. Rahman,Vairamuthu","A. R. Reihana,A.R. Rahman,Nikhita Gandhi,Tippu",151681790,SAARATTU VANDIYILA,VAIRAMUTHU R/RAHMAN A
76BCylUSHG8iytoNWsc4XJ,I'm In Control,IMINCONTROL,"Aluna Francis,Andrae Sutherland,George Reid,Mark Ralph,RÃMANS",AlunaGeorge,NO MATCH,NO MATCH,NO MATCH
23LB3YWbTM9MESZcMBnJTP,Mr. Hide,MRHIDE,"Bob Gaudio,George Fox,Kim Tribble",George Fox,111113361,MR HIDE,TRIBBLE K/FOX G/GAUDIO R
5lvjdiwlQl0MaDMJMxqV5t,Zamba de Usted,ZAMBADEUSTED,"Ariel RamÃ­rez,Felix Cesar Luna",Raly Barrionuevo,140591894,ZAMBA DE USTED,ARIEL RAMIREZ
4wyaJ3ZInT47IDOvU3opQ0,Innertrio,INERTRIO,Jan Johansson,Jan Johansson,147227823,INNERTRIO,JAN JOHANSSON
7B8qiDJMjdmH4K9mSpSjLj,Gotta Go Now,GOTAGONOW,"BenoÃ®t Fournier,Cedric Floc'H,Eric Digaire,Tristan Nihouarn",Matmatah,134596479,GOTTA GO NOW,NIHOUARN/DIGAIRE/FOURNIER/FLOC/FRANCIS
1CbVW4053T6y8dOJ7L3zsj,Love Myself,LOVEMYSELF,PAENDA,PAENDA,155941768,LOVE MYSELF,PAENDA/PAENDA
1FxMb2yvaz5gRU0KmPKSiR,Later,LATER,David Iveland,Side A,124377021,LATER,DAVIS CARL
0jpM2MprPc1ZIkFyTIMCbZ,Get Down,GETDOWN,G. Christakos,Agent Greg,144831844,GET DOWN,CHRIS VON ROHR/MAUSER
7cdICKRLjbxhKRj08fUn6V,O ccafÃ¨,OCAFE,Domenico Modugno,Domenico Modugno,NO MATCH,NO MATCH,NO MATCH
2P13nYRUuSQm7TYXNU4775,Rainforest 2,RAINFOREST2,Istvan Sky,Istvan Sky,NO MATCH,NO MATCH,NO MATCH
6kSZp7FgMMAyYLYCQ4IF4U,A Little Honey,LITLEHONEY,Nathaniel Rateliff,Nathaniel Rateliff & The Night Sweats,153267071,A LITTLE HONEY,RATELIFF NATHANIEL DAVID
0Hon4VjjGuargnbsulYPNl,Benediction,BENEDICTION,Philip Riley,Philip Riley,137453644,BENEDICTION,RILEY PHILIP MICHAEL
0Dijxf5cEB28x33QAJ6vwQ,Relaxation & Calm Music,RELAXATION&CALMMUSIC,Marco Rinaldo,Sleep Lullabies for Newborn,NO MATCH,NO MATCH,NO MATCH
7y2znS8w8fHcis4ilDIPei,One Hour Stranger,ONEHOURSTRANGER,"Fjordevik,Kristensen,Lind,Magnusson,Nilsson,olofsson",dEMOTIONAL,152404320,ONE HOUR STRANGER,NILSSON/FJORDEVIK/MAGNUSSON/LIND/KRISTEN
0MjWzsVZ0YizCtDfDhaebv,Country Girls,COUNTRYGIRL,"Eddie Setser,Troy Seals",John Schneider,101853197,COUNTRY GIRLS,SEALS T/SETSER E
2PMLdLt5QeOuOgxfAvx1in,Sofazinho - Ao Vivo,SOFAZINHOAOVIVO,"Breno Casagrande,Filipe Escandurras,Samir",Luan Santana,154655051,SOFAZINHO AO VIVO,SAMIR/BRENO CASAGRANDE/FILIPE ESCANDURRA
1qveFFPjSoh8J7hF8wlbDv,Hollywood,HOLYWOOD,The Puppini Sisters,The Puppini Sisters,341906682,HOLLYWOOD (SC 016),STERN S/BOOK D/MISOUL A
1xvyONURA5bv2SQ084giiB,Stand Proud,STANDPROUD,Jin Hashimoto,Tsuko G.,151507114,STAND PROUD,JIN HASHIMOTO
7yE6BJqP3o4nXedQTqbvvY,My Day,MYDAY,Lisa Vischer,VeggieTales,134061557,MY DAY,VISCHER LISA R
3ZXXICXomdXPfPEDWqrSM7,Purlieu II,PURLIEUII,Beshken,Beshken,155993120,PURLIEU II,BESHKEN
072BRkqirHkwUSSuo4fawm,Raw Movements,RAWMOVEMENT,Michael Collins,SunPalace,151144391,RAW MOVEMENTS,MIKE COLLINS
2LMQsKaHXa3VLLpovjHi67,Emotional Winter,EMOTIONALWINTER,"Danny Cavanagh,V. Cavanagh",Anathema,112444480,EMOTIONAL WINTER,HAWKES PETER JAMES
1yiNOnBpl8qZvVg34fOkbW,"Castor & Pollux, RCT 32, Acte V, ScÃ¨ne 4: ""Qu'ai-je entendu ! quel bruit !"" (TÃ©laÃ¯re)",CASTOR&POLUXRCT32ACTEVSCE,Jean-Philippe Rameau,"Agnes Mellon,Howard Crook,Les Arts Florissants,William Christie",150721810,"CASTOR & POLLUX, RCT 32, ACTE V, SCENE 7: ENTREE DES AS (FR)",JEAN PHILIPPE RAMEAU
5gNM6lnstdwcoaf6n7dqzQ,Just Wanna Be Loved,JUSTWANABELOVED,"Joi Cardwell,Mark Kneppers,Oscar de Jong,Wim Plug",Kraak & Smaak,145357683,JUST WANNA BE LOVED,JONG D/KNEPPERS M/PLUG W/CARDWELL J
56qapkyi4PQ1gkkkuhs1oC,The Moon Beckons,MOONBECKON,Nick Glennie-Smith,Nick Glennie-Smith,127894250,MOON BECKONS,GLENNIE-SMITH NICK
5vaQMrGULy9hFUEKX6pvZx,HÃ³fehÃ©r GyÃ¶ngyvirÃ¡g,HOFEHERGYONGYVIRAG,"Kerner Tibor,KÃ³fity Henrik",Royal Team,149022441,HOFEHER GYONGYVIRAG (HU),KERNER TIBOR/KOFITY HENRIK
1BIkLXNZ5Am5LjYO6M9BgV,"Be You Angel, Be You Beast",BEYOUANGELBEYOUBEAST,"PÃ¤r johansson,Satariel",Satariel,149239125,"BE YOU ANGEL, BE YOU BEAST",SATARIEL
3V1jj9YzYD9I47jMIauIVi,Popeye,POPEYE,Sammy Lerner,The National TV And Radio US Archives,200432168,POPEYE,LERNER SAMMY
460XLaLG1f0WpucGsGUtaR,April Skies,APRILSKIE,Collette,Wardell Gray,101571177,APRIL SKIES,COLLETTE BUDDY
45e6nU5KCW0ui0zZimxrQB,"Coco wa ngai, bidendela, ana",COCOWANGAIBIDENDELAANA,"Luambo Lokanga,Vicky Longomba",Faya Tess,NO MATCH,NO MATCH,NO MATCH
0d8QLXljZsBbGAoprlsN9u,Sweet Marie,SWEETMARIE,JÃ¶rgen Gillstedt,Snakebite,114487905,SWEET MARIE,EDWARDS JACKIE
4GKSdx5iCoR9YmGXSFZn3D,Basic Training,BASICTRAININ,Alexandre Desplat,Alexandre Desplat,145800331,BASIC TRAINING,DESPLAT ALEXANDRE MICHEL GERARD
6cODazhdUk1LAJS9KeBx0J,Foodplay,FOODPLAY,Harry Gregson-Williams,Harry Gregson-Williams,149750230,FOODPLAY,GREGSON-WILLIAMS HARRY DAVID
5USlCojuOICyGd8tqmO8Z4,Ciaccone,CIACONE,Bernardo Storace,Jory Vinikour,433738014,CIACCONE,STORACE BERNARDO
70cpfU2vjAiLbj4baeEeKc,O Amor Em Paz,OAMOREMPAZ,"AntÃ´nio Carlos Jobim,VinÃ­cius de Moraes",JoÃ£o Gilberto,NO MATCH,NO MATCH,NO MATCH
6szV44UqRyWzZDcx4hIxRR,Words,WORD,"Arjan Bedawi,Carl Garsbo,Marlon Francis,Naaz Mohammad,Timo Dirksen",Naaz,148592657,WORD,CARLSON PETER A
03U8IwhNay1a8cHAJ7N7yf,Ride Remix,RIDEREMIX,"Faheem Najm,Johnny Mollings,La'Ron James,Leigh Elliott,Lenny Mollings,Maurice Carpenter,Tremaine Neverson,William Ross",Ace Hood,NO MATCH,NO MATCH,NO MATCH
2EWSm0Hll3nNnZyRQYpV5V,Fantasia No. 6,FANTASIANO6,John Jenkins,Fretwork,146925413,FANTASIA NO. 6,JOHN DOWLAND
5KYPATsYxRlj9QvMXjDGWz,Rainy Dayz,RAINYDAYZ,"Alvin Joyner,Andre R. Young,AndrÃ© Parker,Brian Bailey,Duane Johnson,Irving Lorenzo,Jeffrey Atkins,Marquis Holder,Roger McBride,Royal Rosheam Harbor",Mary J. Blige,127672585,RAINY DAYZ,ATKINS J/LORENZO I/AURELIUS S
1GJTPtRLaBVxIhZwRCn4UI,Ghetto,GHETO,"Jonathan Rotem,L. Hazelwood,Obie Trice,T. Neverson",Obie Trice,121234177,GHETTO,WOODS/ANGELETTIE/WEST/THOMAS/GRIFFIN/MOO
7z34XHPc3f5saSR3mGzvKh,I Want You,IWANTYOU,J. Pierce,Spiritualized,107846889,I WANT YOU,PIERCE JASON ANDREW
5XcW7V5eX1hUI2WzvpIFBp,Sensation Rag,SENSATIONRAG,e.b.edwards,Swing Dance Orchestra,102016382,SENSATION RAG,EDWARDS/LA ROCCA/SBARBARO/SHIELDS/RAGAS
4KcMrJ5PNTp9xUGOrRJIlM,Canine Euthanasia,CANINEEUTHANASIA,Warren Fitzgerald,The Vandals,114729789,CANINE EUTHANASIA,FITZGERALD WARREN A
6KU5tgxem60MZpHShmFfz5,"Il Rosso, Brando",ROSOBRANDO,Andrea Falconieri,"Alessandro Pianu,Erik Bosgraaf,Izhar Elias",146202697,"IL ROSSO, BRANDO",ANDREA FALCONIERI
5wED132rJAkk3fKlvHYilt,Brass Fanatic,BRASFANATIC,Axel Boman,Axel Boman,142615947,BRASS FANATIC,AXEL BOMAN
74AOTyTDm6Fo6l223PcY9s,After Love,AFTERLOVE,"Guy Gerber,Shlomi Aber","Guy Gerber,Shlomi Aber",139175560,AFTER LOVE,ABERGEL S/GERBER G
4wWnssWXRhfvAGphyxWewj,Gun for Fun,GUNFORFUN,Chris O'Connor,Painters and Dockers,102413762,GUN FOR FUN,O'CONNOR CHRISTOPHER JOHN
06339owDc0JuH2pttTLsAP,La Vieja,VIEJA,"Francisco DÃ­az,JuliÃ¡n ""Cachilo"" Diaz,Mazzanti oscar",Soledad,140970133,LA VIEJA,FRANCISCO DIAZ
4xCigdS9CK9e0ZTvOnwznd,The Squip Song,SQUIPSONG,Joe Iconis,"'Be More Chill' Ensemble,Gerard Canonico",147383319,THE SQUIP SONG,ICONIS JOSEPH P
7GdQZQqLIl8lz1DvKTKUXu,Whirlpool,WHIRLPOOL,Xavier Rudd,Xavier Rudd,135233072,WHIRLPOOL,RUDD XAVIER PETER I
0Rc8QoCFBNYduxkPSRlmkV,Tristeza do Jeca,TRISTEZADOJECA,Angelino de Oliveira,YamandÃº Costa,137173865,TRISTEZA DO JECA,DE OLIVEIRA ANGELINO
1JfIEk7aEkBnASi0dDoI0e,The Other Side,OTHERSIDE,"Dylan Mills,Ron LaTour",Dizzee Rascal,152562611,THE OTHER SIDE,MILLS D/LA TOUR R/KORSAN B
5Px4F3yOgfBj2XUYDPVm6n,Honey,HONEY,"Erol Sarp,Lukas Vogel",Grandbrothers,152074166,HONEY,SARP E/VOGEL L
5mReKXLtTLyLlv0LaIHSXy,Diaspora,DIASPORA,Koffi Olomide,Koffi Olomide,152461855,DIASPORA,KOFFI OLOMIDE
5mPfIH7BMZ3RyN5yvluBr7,Just Wanna Be Loved (Art of Tones Remix),JUSTWANABELOVED,"Joi Cardwell,Mark Kneppers,Oscar de Jong,Wim Plug",Kraak & Smaak,145357683,JUST WANNA BE LOVED,JONG D/KNEPPERS M/PLUG W/CARDWELL J
0xcP3WHTY6cUzOYLeN0RC2,little/MOUSE,LITLEMOUSE,Teresa Suarez CosÃ­o,Le Butcherettes,154604453,LITTLE/MOUSE,SUAREZ TERESA
7sV0zB34oW8xIA8ZoeUsds,"Ami, I'm Sorry",AMIIMSORY,"Lisa Loeb,Marvin Etzioni",Lisa Loeb,144016764,"AMI, I'M SORRY",LOEB L/ETZIONI M
3cAWxaiX62yYW6FjtpXIdQ,Muskrat Ramble,MUSKRATRAMBLE,"Edward Ory,Ray Gilbert",Louis Armstrong,136333728,MUSKRAT RAMBLE,GILBERT
5iEtLZ8JPtDWOmbk0RIwFD,Liebst du um SchÃ¶nheit,LIEBSTDUUMSCHONHEIT,"Friedrich RÃ¼ckert,Gustav Mahler",RenÃ©e Fleming,137388207,LIEBST DU UM SCHONHEIT,FRIEDRICH RUCKERT
70jWbqlJBTKkyZ4Qky3tAX,It Doesn't Get Better Than This,ITDOESNTGETBETERTHANTHI,"D. D'amico,Da Band",Alex Band,135592975,IT DOESN T GET ANY BETTER THAN THIS,BAND A/DAMICO D
6vIIOevKsrslOQUz6Sfka6,Havanna,HAVANA,"Cuban Latin Club,Orlando del Rio,Ty Ardis",Cuban Latin Club,141930155,HAVANA,LANGELLA GERARD
1Bm0Kgy0pTNkh1MHq7FnHq,Talk About Nothing (Not Your Dope Remix),TALKABOUTNOTHIN,"Harry Francis Murfet,Nathan Lee Austin",Cadre Cola,108716794,TALK ABOUT NOTHING,STEEL T/HOLLIDAY J/CHRISTO J/ZEKAVICA M
1ynf0kNmPygT2M6M75hbKg,Lost Yourself,LOSTYOURSELF,Stefan Unterpertinger,Graveworm,149300060,LOST YOURSELF,STEFAN UNTERPERTINGER
16aMCzYHia7cDE1eH8MF0S,Storie che non esistono,STORIECHENONESISTONO,G. Pellino,Neffa,144911786,STORIE CHE NON ESISTONO,PELLINO G/PELLINO G
7h6oFIlR8ZoL67pYXfaTle,Increase Sexual Stimulation,INCREASESEXUALSTIMULATION,Marco Rinaldo,Tantric Sex Background Music Experts,NO MATCH,NO MATCH,NO MATCH
4sLSkZoceecBC6TwM7HpYJ,Calling Out,CALINOUT,"August Rosenbaum,Philip Owusu,Robin Braun",August Rosenbaum,129312903,CALLING OUT,ROBINSON J/CREMONESI E
5fU4FQE7W3rnFuUXBoJq5D,Wyatt Erp,WYATERP,RIGHTS OWNER OF THE MUSICAL WORK,TV Themes,150210890,WYATT ERP,RIGHTS OWNER OF THE MUSICAL WORK
7muWVgLzhTUTJRRYgN1pwy,If You See Her,IFYOUSEEHER,Mickey Newbury,Waylon Jennings,144799772,IF YOU SEE HER,MICKEY NEWBURY/MICKEY NEWBURY
0bN2lwEQWy3FWFJZIkr24K,Spanish Castle Magic,SPANISHCASTLEMAGIC,Jimi Hendrix,Yngwie Malmsteen,106560676,SPANISH CASTLE MAGIC,HENDRIX JIMI
0JmPtDU7N2bFvNhuU8L8qE,Din Din,DINDIN,"Ane Hebeisen,Mariana Da Cruz,Oliver Husmann,Peter Hertig",Da Cruz,146529193,DIN DIN,DA CRUZ/HEBEISEN/HUSMANN/LEE
1dmPjRK3UyUbR9ycz9cEBr,So in Love,SOINLOVE,"Kris Bowden,Mark Pierce,Scott Pierce",Emeskay,151369518,SO IN LOVE,PIERCE M/BOWDEN K/PIERCE S
2r0QXcsK7wTnGDlokzofKk,Kick It Up,KICKITUP,"Andy Byrd,Jim Robinson",John Michael Montgomery,107788756,KICK IT UP,BYRD A/ROBINSON J
0rpVZvCVqz87ZUJut3QxsB,Hell Yeah,HELYEAH,Maurice Minor,Kurd Maverick,143278337,HELL YEAH,MINOR M/MITCHELL V/MAULDIN J
4fEbSNbzdXpZl8KnAzu06o,Paresse,PARESE,"Alexander Hitzler,Martin Czihal",Schwarz & Funk,NO MATCH,NO MATCH,NO MATCH
2BMv5bEDjR3NjTbNiu2yRI,Sword Dust,SWORDDUST,Triple Darkness,Triple Darkness,151172923,SWORD DUST,TRIPLE DARKNESS/TRIPLE DARKNESS
4TYpRZa8eEw3xVZ5nWVK3v,I Don't See Them,IDONTSEETHEM,Anthony Naples,Anthony Naples,148363151,I DON'T SEE THEM,NAPLES ANTHONY M
1IInoDwfiF8eGwW1CVY8AO,Ilegal,ILEGAL,"Doctor KrÃ¡pula,Mario MuÃ±oz,Nicolas Cabrera",Doctor KrÃ¡pula,135602787,ILLEGAL,MARTIN P/HEALEY T
3gOESsDWZiDbVukRuVY8o4,Sleaze - feat. Mistajam,SLEAZEFEATMISTAJAM,"Gareth McGrillen,Peter Dalton,Rob Swire",Knife Party,142565744,SLEAZE,MCGRILLEN G/SWIRE T/DALTON P
7HURunzDbmwpRdFRdlFE2m,Let It Whip,LETITWHIP,"Leon ""Ndugu"" Chancler,Reginald J. Andrews",Dazz Band,103443655,LET IT WHIP,ANDREWS R/CHANCLER N
2E7qUzehn4ZX1WTCdlGWQf,My Black Nina,MYBLACKNINA,"Freemurda,RZA","Freemurda,RZA",138258285,MY BLACK NINA,FREEMURDA
1TJn6Rwga9QlIekLJlpcoQ,Rain On Me,RAINONME,"Louis Biancaniello,Olivia Waithe,Sam Watters,Steve Kipner,Wayne Wilkins",Cheryl,135832355,RAIN ON ME,NS
6TP07awwT0tSmT1GcsNrZL,Matrix,MATRIX,Chick Corea,Chick Corea,109891440,MATRIX,COREA ARMANDO ANTHONY (COREA CHICK)
2dCgZocKF09Hn2WpuDp5Li,Baby Obey Me,BABYOBEYME,"Jerry Livingston,Raymond B. Evans",Dean Martin,102017841,BABY OBEY ME,LIVINGSTON J/EVANS R
2HcLso8p1FxESRY8Ot2y20,Nobody,NOBODY,"Brenley MacEachern,Lisa MacIsaac",Madison Violet,153862298,NOBODY,MACHOLL E/ENGEL M
114zOttMKPFeYkcs5sWsqn,Magnificent Time,MAGNIFICENTTIME,"Fran Healy,Tim Rice-Oxley",Travis,148577603,MAGNIFICENT TIME,RICE O/HEALY F
5Jztsk5SjfnvurAUrr1Md5,Starslide,STARSLIDE,Behdad Nejatbakhshe,Uppermost,154530969,STARSLIDE,BEHDAD NEJATBAKHSHE
54ydS9wT5ZhjEsFS6CWht8,Un Milagro,MILAGRO,"David Santisteban,Luis Fonsi",MarÃ­a Parrado,109920825,MILAGRO DE AMOR,/SANTANDER
5RyK2UgU1ffb7EpRK7lAJZ,Flight,FLIGHT,"Claudio Gizzi,Stefano Torossi","Claudio Gizzi,Stefano Torossi",108773982,FLIGHT,OROS N/WALKER G/TOWELL S/PODNAR S
5Llim3aOsDEIgS1evCJAL7,Indian Girl (An Adult Story),INDIANGIRL,Ricky M.L. Walters,Slick Rick,122267767,INDIAN GIRL (AND ADULT STORY),WALTERS RICKY M L (SLICK RICK / US 1)
2o1FJBVmF10oJkz03QPFrA,Filthy Rich,FILTHYRICH,"Big Kenny,Bill McDavid,Freddy Powers,John Rich,Sonny Throckmorton",Big & Rich,133977405,FILTHY RICH,RICH/ALPHIN/THROCKMORTON/POWERS/MCDAVID
40OdmkoiOKftbnXCQZViYL,So Much to Lose,SOMUCHTOLOSE,David Andrew Crowe,Mammoth Logic,141639605,SO MUCH TO LOSE,CROWE DAVID ANDREW
12OSQA3NPtF7nrKxvElScX,My Eyes,MYEYE,"Alana Watson,Daniel Stephens,Joseph Ray",NERO,144359130,MY EYES (MAIN MIX) FEAT. ANNA ROSSINELLI,DANIEL IMBER/ANNA ROSSINELLI
199Fy0vc6T9KokWHyjEy8k,Sol Clap,SOLCLAP,William Holland,Quantic,141494189,SOL CLAP,HOLLAND WILLIAM GEORGE
1y0WfUtwRocIW8wcIqFwL8,Shark Fin Soup,SHARKFINSOUP,Task Force,Task Force,145658825,SHARK FIN SOUP,TASK FORCE
2i23heVWZKR43RtH6npq9F,Limbo,LIMBO,Tom James,Tom James,152792648,LIMBO,TOM JAMES
0TTic1h7jX0wD90OtxTVPm,Stella By Starlight,STELABYSTARLIGHT,"Ned Washington,Victor Young","Bill Evans,Don Elliott",102241393,STELLA BY STARLIGHT,YOUNG V/WASHINGTON N
76jidasGrB3dvVsU9N3bov,Toccata for Harpsichord No. 10,TOCATAFORHARPSICHORDNO10,Johann Jakob Froberger,Gustav Leonhardt,NO MATCH,NO MATCH,NO MATCH
3V017bOkU9fpx4u1L79knQ,Cahil,CAHIL,"Anonim,Serdar OrtaÃ§",Serdar OrtaÃ§,136511803,CAHIL,ORTAC S/ANONIM/YETER M
0xUE0pPfaap7pLtRJg0yTh,While I'm Waiting (feat. Chandler Moore) [Live],WHILEIMWAITIN,Travis Greene,Travis Greene,152435225,WHILE I'M WAITING,GREENE TRAVIS MONTORIUS
41dJosCDWSR5gaEbbBcWBT,Catch Up,CATCHUP,"Arjun,Chadley Chichester",Arjun,153586115,CATCH UP,CHADLEY CHICHESTER/ARJUN COOMARASWAMY
34elYAG8Y8rTjUZeKYEvoz,Small Town,SMALTOWN,Daniel Davis,Folk Soul Revival,154406629,SMALL TOWN,DANIEL DAVIS
43dDyDmee4iBC81DU3SMDf,Already September,ALREADYSEPTEMBER,John Scofield,John Scofield,NO MATCH,NO MATCH,NO MATCH
2fVACgOQz3KTN71UA5jRwy,The Weight,WEIGHT,Robbie Robertson,Rotary Connection,103121279,WEIGHT,ROBERTSON JAMIE ROBIN
2r3O3jtegiaBIW8Bjwfcpu,"Skicka ett vykort, Ã¤lskling",SKICKAETVYKORTALSKLIN,"Per Gessle,Robert Van Leeuven",Gyllene Tider,147600030,"SKICKA ETT VYKORT, ALSKLING (SEND ME A POSTCARD) (2000  (SE)",ROBERT VAN LEEUVEN
2sUHPP7o9FjYwWYEw5z4eQ,Apple Green,APLEGREEN,"Deighton,Matt Deighton,Shauna Greene",Mother Earth,NO MATCH,NO MATCH,NO MATCH
3Fc3ebtKWh6ScXTpUSNOEs,Coming Back,COMINBACK,Dorothee Froller,Dorothee Froller,148195586,COMING BACK,DOROTHEE FROLLER
0RWJoWqi16l3qNOjNwOSvg,Green & Gold - Donnie Trumpet & Nate Fox Remix,GREEN&GOLDDONIETRUMPET&NA,"Jamie Lidell,Lianne La Havas,Matt Hales",Lianne La Havas,NO MATCH,NO MATCH,NO MATCH
3CKQ4x2YYJafE7xr5IQ1fo,Drive Me Crazy,DRIVEMECRAZY,"SAK.,Yuzo Koshiro",Yuzo Koshiro,154371355,DRIVE ME CRAZY,YUZO KOSHIRO/SAK
18KZDHAWXexbNz4gGoYET0,Fatherless,FATHERLES,"Chris Ankelein,Johnny Smrdel,Joseph Musten,Matthew Harrison,Mike Rich",Advent,139045945,FATHERLESS,ANKELEIN/SMRDEL/MUSTEN/HARRISON/RICH
77IJaZ12nJcA9OmgRjGGcX,My Romance,MYROMANCE,"Lorenz Hart,Richard Rodgers",Art Farmer,NO MATCH,NO MATCH,NO MATCH
4fRRQEwWgqY4ke1dzukRnY,Matrimony,MATRIMONY,"Delano Ogbourne,Vincent Williams",Jigmastas,148637575,MATRIMONY,WILLIAMS V/OGBOURNE D
4CznXg3DyWsyojCHdsJWeR,Born To Love You,BORNTOLOVEYOU,"James Todd Smith,Jean Claude Olivier,Samuel Barnes",LL Cool J,107898307,BORN TO LOVE YOU,JAMES TOMMY LEE
46V0v9BcDqcg8oReEenUQI,Odyssey,ODYSEY,Adam Lindburg,Adam Lindburg,326071786,ODYSSEY (BPM 216),BURGON GEOFFREY ALAN
2R7brAzLyY75szQ21ceyFg,Hi Jack,HIJACK,F. Arbex Miro Jose,Herbie Mann,101091101,HI JACK,ARBEX-MIRO JOSE FERNANDO
1CG5TmXeu8K6ORC560YMXl,SEASON OF GOLD,SEASONOFGOLD,Masahiro Andoh,T-SQUARE,153843559,SEASON OF GOLD,ANDO MASAHIRO
51xP6VLYFTaeY3j8rdnI1X,Icicles,ICICLE,The Scary Jokes,The Scary Jokes,353804843,ICICLES (TFJ 053),CARTER RIK
4sWimlXQzvPLdSOeFx3ovc,Voodoo Love,VOODOOLOVE,"CÃ©sar Poupaud,Fred Jimenez,Melvil Poupaud,Yarol Poupaud",Yarol,124528525,VOODOO LOVE,ELKINGTON ANTON TIPI
1m883oVVNSSbrnJq8yEmcL,Chhod Meri Baiyan,CHODMERIBAIYAN,Kishore Kumar,Asha Bhosle,153603101,CHHOD MERI BAIYAN,SHAILENDRA/KISHORE KUMAR
20rHQAbh3vgiy9L9ZMNl10,Concealed Revulsions,CONCEALEDREVULSION,"Aleksi Munter,Janne Julin,Manne Ikonen,Tommi Kiviniemi,Veli-Matti Suihkonen,Wille Naukkarinen",Ghost Brigade,NO MATCH,NO MATCH,NO MATCH
2x5mGxpfvnxBqdDhxCfMaT,One Way,ONEWAY,"Omri Amar,Vladislav Krivoshein","Ghost Rider,Omiki",148001703,ONE WAY,KRIVOSHEIN V/AMAR O
6FapD7IiNdHILvOdGvBjNS,When I'm Away from You,WHENIMAWAYFROMYOU,Francis John Miller,Rod Stewart,101335000,WHEN IM AWAY FROM YOU,MILLER FRANCIS JOHN
2X5jJin8IE4mFPwwbcLwFC,The Man I Love,MANILOVE,"George Gershwin,Ira Gershwin","Oscar Peterson,Zenph Studios",100480802,MAN I LOVE,GERSHWIN G/GERSHWIN I
0SwSUkjYFMrfdblHQMrU4P,Greater Bird of Paradise,GREATERBIRDOFPARADISE,Greg Alston,Alston,NO MATCH,NO MATCH,NO MATCH
3VcCjeMTLLyWOLpoWtRoSU,x ANA x,XANX,"Alex Espiritu,Anthony Sonetti,Joey Morrow,Josh Katz,Noah Shain",Badflower,NO MATCH,NO MATCH,NO MATCH
5Z6A4GuJkT7zgThefBsNRA,"Piano Sonata in C Major, K. 527",PIANOSONATAINCMAJORK527,Domenico Scarlatti,Claudio Colombo,NO MATCH,NO MATCH,NO MATCH
5eeaQTCRi2lxJ9Lr5vgXB3,Vur Yuregim,VURYUREGIM,"Aysel GÃ¼rel,Demir Demirkan,Sertab Erener",Sertab Erener,NO MATCH,NO MATCH,NO MATCH
3rQjxXM0TsDkPTDwxKziTS,"Magnificat in D, ZWV 108: I. Magnificat anima mea Dominum",MAGNIFICATINDZWV108IMAGNI,Jan Dismas Zelenka,"Barockorchester Metamorphosis KÃ¶ln,Capella Piccola,Thomas Reuber",142356532,"MAGNIFICAT IN D, ZWV 108: I. MAGNIFICAT ANIMA MEA DOMINUM",JAN DISMAS ZELENKA
